athlete_id,year,meet_name,time,place,all_american
69512,2023,NCAA Division III Cross Country Championships,1486.502,20.0,1
69512,2022,NCAA Division III Cross Country Championships,1543.9050000000002,50.0,0
69513,2023,NCAA Division III Cross Country Championships,1542.1098,98.0,0
69515,2023,NCAA Division III Cross Country Championships,1608.0258,258.0,0
53132,2023,NCAA Division III Cross Country Championships,1571.818,180.0,0
53132,2022,NCAA Division III Cross Country Championships,1669.4277000000002,277.0,0
53132,2021,NCAA Division III Cross Country Championships,1479.5,74.0,0
53133,2023,NCAA Division III Cross Country Championships,1572.5181,181.0,0
53133,2022,NCAA Division III Cross Country Championships,1611.1225,225.0,0
3982,2022,NCAA Division III Cross Country Championships,1587.5169,169.0,0
3982,2021,NCAA Division III Cross Country Championships,1540.8,222.0,0
53135,2022,NCAA Division III Cross Country Championships,1627.3247999999999,248.0,0
53136,2023,NCAA Division III Cross Country Championships,1623.8274,274.0,0
53136,2021,NCAA Division III Cross Country Championships,1646.4,288.0,0
3985,2022,NCAA Division III Cross Country Championships,1627.9249,249.0,0
3985,2021,NCAA Division III Cross Country Championships,1476.9,65.0,0
69516,2023,NCAA Division III Cross Country Championships,1549.512,120.0,0
69522,2023,NCAA Division III Cross Country Championships,1564.0158,158.0,0
3988,2022,NCAA Division III Cross Country Championships,1530.9031,31.0,1
69519,2023,NCAA Division III Cross Country Championships,1586.1216,216.0,0
3990,2022,NCAA Division III Cross Country Championships,1603.8206,206.0,0
3990,2021,NCAA Division III Cross Country Championships,1446.9,18.0,1
53138,2023,NCAA Division III Cross Country Championships,1617.7267,267.0,0
77720,2023,NCAA Division III Cross Country Championships,1579.8201999999999,202.0,0
57251,2022,NCAA Division III Cross Country Championships,1602.4202,202.0,0
57251,2021,NCAA Division III Cross Country Championships,1495.7,110.0,0
57252,2022,NCAA Division III Cross Country Championships,1562.3093,93.0,0
57252,2021,NCAA Division III Cross Country Championships,1497.7,121.0,0
57255,2023,NCAA Division III Cross Country Championships,1581.2206,206.0,0
57255,2022,NCAA Division III Cross Country Championships,1592.3183999999999,184.0,0
51119,2023,NCAA Division III Cross Country Championships,1558.3145,145.0,0
51120,2022,NCAA Division III Cross Country Championships,1673.7279,279.0,0
51120,2021,NCAA Division III Cross Country Championships,1537.8,212.0,0
51121,2022,NCAA Division III Cross Country Championships,1633.8254,254.0,0
57264,2023,NCAA Division III Cross Country Championships,1568.3164,164.0,0
57269,2023,NCAA Division III Cross Country Championships,1667.6289,289.0,0
49080,2023,NCAA Division III Cross Country Championships,1515.7047,47.0,0
49080,2022,NCAA Division III Cross Country Championships,1568.3107,107.0,0
49080,2021,NCAA Division III Cross Country Championships,1472.0,53.0,0
49081,2023,NCAA Division III Cross Country Championships,1523.806,60.0,0
49081,2022,NCAA Division III Cross Country Championships,1544.4051000000002,51.0,0
49081,2021,NCAA Division III Cross Country Championships,1482.4,84.0,0
38846,2023,NCAA Division III Cross Country Championships,1488.4021,21.0,1
38846,2021,NCAA Division III Cross Country Championships,1481.0,78.0,0
49087,2023,NCAA Division III Cross Country Championships,1534.6077,77.0,0
49087,2022,NCAA Division III Cross Country Championships,1573.3126,126.0,0
49087,2021,NCAA Division III Cross Country Championships,1551.9,248.0,0
38850,2023,NCAA Division III Cross Country Championships,1514.1046,46.0,0
38850,2022,NCAA Division III Cross Country Championships,1567.5105,105.0,0
49091,2021,NCAA Division III Cross Country Championships,1543.0,227.0,0
49095,2023,NCAA Division III Cross Country Championships,1540.5093,93.0,0
49095,2022,NCAA Division III Cross Country Championships,1576.714,140.0,0
49097,2022,NCAA Division III Cross Country Championships,1623.3243,243.0,0
4045,2022,NCAA Division III Cross Country Championships,1573.5127,127.0,0
4045,2021,NCAA Division III Cross Country Championships,1527.3,196.0,0
34793,2021,NCAA Division III Cross Country Championships,1525.8,192.0,0
36843,2022,NCAA Division III Cross Country Championships,1570.9116000000001,116.0,0
36843,2021,NCAA Division III Cross Country Championships,1543.3,228.0,0
